gene	log2FC	p	padj	n
ADPRM	0.0253987863042533	0.813521988104893	0.974007744880719	12
ADRA1B	-0.0686907051049449	0.273596827071756	0.913790910495063	12
ADRA1D	-0.0867362750132065	0.683978824542919	0.954139510736445	12
ADRA2C	-0.217519050402077	0.491934054660762	0.934600726287163	12
ADRB2	0.0689428807395701	0.598583926552385	0.947341143475751	12
ADRM1	-0.164173508512141	0.110862522100912	0.86713939144066	12
ADSL	-0.0142679783903052	0.819230338717816	0.974007744880719	12
ADSS	0.102558819445287	0.0178640308208899	0.657170590863135	12
ADSSL1	-0.14140071929912	0.683012515522495	0.953736311340302	12
ADTRP	-0.0903558983907193	0.455068035554715	0.932617280011103	12
AEBP2	0.26275206552475	0.00861129481698823	0.603729898561774	12
AEN	-0.0140075444391978	0.862730858401857	0.982373734414948	12
AES	-0.0773893131824321	0.391033749978596	0.923966641877276	12
AFAP1	0.00742323970318834	0.955535716243752	0.992514887716313	12
AFAP1L1	-0.188333172297548	0.0507047048877051	0.786193591443884	12
AFAP1L2	0.416736660186569	0.210840193076119	0.905994515401443	12
AFDN	0.0376811513795237	0.769348939687632	0.968202054123691	12
AFF1	0.124237938263648	0.466586847521338	0.932959566154415	12
AFF2	0.0894414406052334	0.804349044389944	0.971955843507531	12
AFF3	-0.0298870002267653	0.841671631455096	0.97693224172423	12
AFF4	0.176886578526294	0.351572381230742	0.920065355159794	12
AFG1L	0.169801248268102	0.243540199787866	0.910126055855996	12
AFG3L2	0.0211758393370059	0.717160645076177	0.961573255859918	12
AFMID	-0.0895493731107671	0.414238477182604	0.92753804187868	12
AFP	0.0048018117280088	0.982241948508624	0.998056991340386	12
AFTPH	0.103185522122741	0.266635688556091	0.913790910495063	12
AGA	0.0606242628610259	0.436871878505343	0.931174362355899	12
AGAP1	-0.163940737261582	0.221980156245225	0.905994515401443	12
AGAP2	-0.544175428096323	0.0473005103277113	0.772108459580203	12
AGAP3	-0.107746652135181	0.106450763673211	0.86713939144066	12
AGAP4	0.104590878510058	0.497646907958665	0.935543841485298	12
AGAP5	-0.00476299326794339	0.982991334393142	0.998056991340386	12
AGAP6	0.0438790994411414	0.634730463546252	0.949954181497309	12
AGAP9	-0.0211377016174504	0.817118822930614	0.974007744880719	12
AGBL2	0.418334644460472	0.268419682862389	0.913790910495063	12
AGBL3	0.197854128990993	0.338854122161661	0.920065355159794	12
AGBL5	-0.125393441793615	0.0828470405867556	0.838326713582439	12
AGER	-0.0881218188957249	0.657395451286649	0.951690499723663	12
AGFG1	0.081972783971265	0.271957623510228	0.913790910495063	12
AGFG2	-0.120291380443522	0.127643923745336	0.880693477489587	12
AGGF1	0.0979443411386795	0.169253766707869	0.896910864700556	12
